gene	chr	strand	is_gxe	is_bg	n_small_indel	n_large_indel	n_SNP	n_sv_total	has_any_sv
Zm00001eb228910	chr5	+	False	True	12	2	50	64	True
Zm00001eb228940	chr5	-	False	True	2	2	6	10	True
Zm00001eb228960	chr5	+	False	True	1	1	15	17	True
Zm00001eb228970	chr5	-	False	True	1	0	1	2	True
Zm00001eb229000	chr5	-	False	True	8	0	19	27	True
Zm00001eb229010	chr5	-	False	True	0	1	4	5	True
Zm00001eb229020	chr5	+	False	True	0	1	1	2	True
Zm00001eb229030	chr5	+	False	True	2	0	15	17	True
Zm00001eb229050	chr5	+	False	True	1	1	3	5	True
Zm00001eb229060	chr5	-	False	True	6	0	34	40	True
Zm00001eb229120	chr5	+	False	True	0	0	0	0	False
Zm00001eb229170	chr5	-	False	True	2	0	8	10	True
Zm00001eb229180	chr5	-	False	True	6	3	23	32	True
Zm00001eb229250	chr5	-	False	True	0	1	1	2	True
Zm00001eb229260	chr5	-	False	True	1	0	21	22	True
Zm00001eb229270	chr5	-	False	True	7	0	24	31	True
Zm00001eb229290	chr5	-	False	True	2	0	9	11	True
Zm00001eb229480	chr5	+	False	True	0	0	3	3	True
Zm00001eb229510	chr5	+	False	True	2	0	3	5	True
Zm00001eb229520	chr5	+	False	True	0	0	0	0	False
Zm00001eb229600	chr5	-	False	True	1	0	2	3	True
Zm00001eb229610	chr5	-	False	True	1	0	19	20	True
Zm00001eb229620	chr5	+	False	True	1	0	18	19	True
Zm00001eb229640	chr5	-	False	True	4	1	26	31	True
Zm00001eb229650	chr5	-	False	True	1	0	2	3	True
Zm00001eb229670	chr5	+	False	True	4	0	12	16	True
Zm00001eb229690	chr5	+	False	True	1	1	5	7	True
Zm00001eb229700	chr5	-	False	True	0	0	0	0	False
Zm00001eb229720	chr5	+	False	True	0	0	1	1	True
Zm00001eb229760	chr5	-	False	True	0	0	0	0	False
Zm00001eb229790	chr5	-	False	True	1	0	0	1	True
Zm00001eb229830	chr5	-	False	True	0	0	1	1	True
Zm00001eb229850	chr5	+	False	True	0	0	6	6	True
Zm00001eb229880	chr5	-	False	True	9	0	7	16	True
Zm00001eb229900	chr5	+	False	True	8	1	32	41	True
Zm00001eb229930	chr5	-	False	True	5	1	31	37	True
Zm00001eb229940	chr5	+	False	True	0	1	2	3	True
Zm00001eb229950	chr5	-	False	True	10	1	13	24	True
Zm00001eb229960	chr5	+	False	True	8	0	18	26	True
Zm00001eb229980	chr5	-	False	True	5	1	16	22	True
Zm00001eb229990	chr5	-	False	True	4	1	15	20	True
Zm00001eb230050	chr5	+	False	True	2	0	9	11	True
Zm00001eb230070	chr5	-	False	True	9	1	36	46	True
Zm00001eb230080	chr5	-	False	True	7	0	41	48	True
Zm00001eb230110	chr5	+	False	True	9	1	11	21	True
Zm00001eb230230	chr5	-	False	True	0	0	0	0	False
Zm00001eb230240	chr5	+	False	True	0	0	1	1	True
Zm00001eb230270	chr5	-	False	True	12	0	16	28	True
Zm00001eb230310	chr5	-	False	True	4	0	32	36	True
Zm00001eb230490	chr5	-	False	True	4	0	9	13	True
Zm00001eb230510	chr5	-	False	True	3	2	18	23	True
Zm00001eb230540	chr5	-	False	True	11	1	37	49	True
Zm00001eb230550	chr5	-	False	True	5	1	26	32	True
Zm00001eb230740	chr5	+	False	True	0	1	1	2	True
Zm00001eb230750	chr5	-	False	True	12	0	27	39	True
Zm00001eb230760	chr5	+	False	True	7	0	22	29	True
Zm00001eb230780	chr5	-	False	True	5	0	29	34	True
Zm00001eb230820	chr5	+	False	True	7	0	8	15	True
Zm00001eb230870	chr5	+	False	True	8	0	9	17	True
Zm00001eb231100	chr5	-	False	True	0	0	0	0	False
Zm00001eb231120	chr5	-	False	True	0	0	2	2	True
Zm00001eb231220	chr5	-	False	True	1	0	7	8	True
Zm00001eb231230	chr5	+	False	True	1	0	7	8	True
Zm00001eb231250	chr5	-	False	True	0	0	2	2	True
Zm00001eb231260	chr5	-	False	True	11	0	13	24	True
Zm00001eb231270	chr5	+	False	True	11	0	13	24	True
Zm00001eb231280	chr5	+	False	True	10	0	11	21	True
Zm00001eb231290	chr5	-	False	True	7	1	26	34	True
Zm00001eb231310	chr5	-	False	True	7	2	11	20	True
Zm00001eb231330	chr5	+	False	True	0	1	1	2	True
Zm00001eb231350	chr5	+	False	True	2	0	13	15	True
Zm00001eb231360	chr5	-	False	True	1	0	5	6	True
Zm00001eb231370	chr5	-	False	True	3	1	17	21	True
Zm00001eb231410	chr5	+	False	True	0	0	2	2	True
Zm00001eb231420	chr5	-	False	True	3	1	11	15	True
Zm00001eb231430	chr5	-	False	True	8	0	58	66	True
Zm00001eb231460	chr5	+	False	True	1	1	5	7	True
Zm00001eb231490	chr5	+	False	True	0	0	5	5	True
Zm00001eb231500	chr5	+	False	True	2	0	13	15	True
Zm00001eb231510	chr5	+	False	True	12	1	35	48	True
Zm00001eb231550	chr5	-	False	True	8	0	15	23	True
Zm00001eb231570	chr5	+	False	True	1	1	13	15	True
Zm00001eb231610	chr5	+	False	True	0	0	1	1	True
Zm00001eb231620	chr5	-	False	True	0	0	2	2	True
Zm00001eb231630	chr5	+	False	True	0	0	2	2	True
Zm00001eb231700	chr5	+	False	True	0	0	0	0	False
Zm00001eb231720	chr5	-	False	True	1	0	13	14	True
Zm00001eb231790	chr5	+	False	True	2	1	2	5	True
Zm00001eb231820	chr5	+	False	True	0	0	1	1	True
Zm00001eb231830	chr5	+	False	True	1	0	0	1	True
Zm00001eb231850	chr5	+	False	True	2	1	4	7	True
Zm00001eb231860	chr5	-	False	True	3	2	24	29	True
Zm00001eb232020	chr5	-	False	True	0	0	0	0	False
Zm00001eb232070	chr5	-	False	True	5	1	21	27	True
Zm00001eb232100	chr5	-	False	True	8	0	11	19	True
Zm00001eb232140	chr5	+	False	True	0	0	0	0	False
Zm00001eb232220	chr5	+	False	True	1	0	0	1	True
Zm00001eb232240	chr5	+	False	True	0	0	0	0	False
Zm00001eb232250	chr5	+	False	True	4	0	12	16	True
Zm00001eb232290	chr5	+	False	True	0	0	1	1	True
Zm00001eb232320	chr5	+	False	True	1	0	2	3	True
Zm00001eb232360	chr5	+	False	True	5	1	9	15	True
Zm00001eb232400	chr5	+	False	True	0	0	0	0	False
Zm00001eb232430	chr5	-	False	True	0	0	0	0	False
Zm00001eb232600	chr5	-	False	True	0	0	0	0	False
Zm00001eb232910	chr5	+	False	True	0	0	0	0	False
Zm00001eb232940	chr5	+	False	True	3	0	5	8	True
Zm00001eb232950	chr5	+	False	True	2	0	5	7	True
Zm00001eb232960	chr5	-	False	True	7	1	36	44	True
Zm00001eb232970	chr5	+	False	True	5	0	7	12	True
Zm00001eb232980	chr5	+	False	True	6	0	23	29	True
Zm00001eb233020	chr5	+	False	True	1	1	3	5	True
Zm00001eb233030	chr5	-	False	True	6	0	33	39	True
Zm00001eb233060	chr5	-	False	True	10	1	34	45	True
Zm00001eb233080	chr5	+	False	True	0	1	7	8	True
Zm00001eb233100	chr5	-	False	True	0	1	8	9	True
Zm00001eb233240	chr5	-	False	True	2	1	8	11	True
Zm00001eb233270	chr5	+	False	True	0	0	3	3	True
Zm00001eb233280	chr5	+	False	True	1	0	4	5	True
Zm00001eb233290	chr5	-	False	True	7	0	5	12	True
Zm00001eb233300	chr5	+	False	True	3	0	6	9	True
Zm00001eb233310	chr5	-	False	True	1	0	1	2	True
Zm00001eb233320	chr5	+	False	True	7	1	49	57	True
Zm00001eb233350	chr5	+	False	True	0	0	4	4	True
Zm00001eb233380	chr5	-	False	True	1	3	8	12	True
Zm00001eb233410	chr5	+	False	True	1	0	4	5	True
Zm00001eb233420	chr5	+	False	True	10	0	35	45	True
Zm00001eb233440	chr5	-	False	True	0	1	2	3	True
Zm00001eb233450	chr5	+	False	True	1	1	6	8	True
Zm00001eb233490	chr5	+	False	True	2	1	8	11	True
Zm00001eb233510	chr5	+	False	True	4	0	16	20	True
Zm00001eb233520	chr5	-	False	True	3	0	33	36	True
Zm00001eb233530	chr5	-	False	True	0	0	1	1	True
Zm00001eb233610	chr5	-	False	True	6	1	13	20	True
Zm00001eb233720	chr5	-	False	True	2	0	31	33	True
Zm00001eb233730	chr5	+	False	True	7	0	24	31	True
Zm00001eb233760	chr5	-	False	True	3	1	3	7	True
Zm00001eb233880	chr5	+	False	True	3	0	4	7	True
Zm00001eb233910	chr5	+	False	True	0	0	1	1	True
Zm00001eb233940	chr5	-	False	True	1	1	5	7	True
Zm00001eb233960	chr5	+	False	True	2	0	3	5	True
Zm00001eb234050	chr5	+	False	True	0	0	1	1	True
Zm00001eb234080	chr5	-	False	True	0	0	2	2	True
Zm00001eb234090	chr5	+	False	True	4	0	19	23	True
Zm00001eb234120	chr5	+	False	True	1	0	0	1	True
Zm00001eb234150	chr5	-	False	True	1	1	16	18	True
Zm00001eb234160	chr5	-	False	True	12	0	41	53	True
Zm00001eb234170	chr5	-	False	True	2	0	0	2	True
Zm00001eb234190	chr5	-	False	True	9	1	41	51	True
Zm00001eb234260	chr5	+	False	True	2	0	14	16	True
Zm00001eb234270	chr5	+	False	True	2	0	2	4	True
Zm00001eb234310	chr5	+	False	True	1	0	2	3	True
Zm00001eb234320	chr5	+	False	True	0	0	5	5	True
Zm00001eb234390	chr5	-	False	True	0	0	0	0	False
Zm00001eb234450	chr5	-	False	True	2	2	3	7	True
Zm00001eb234490	chr5	-	False	True	0	2	0	2	True
Zm00001eb234500	chr5	-	False	True	0	0	3	3	True
Zm00001eb234510	chr5	+	False	True	0	0	3	3	True
Zm00001eb234600	chr5	+	False	True	0	0	5	5	True
Zm00001eb234730	chr5	-	False	True	2	0	4	6	True
Zm00001eb234870	chr5	-	False	True	1	0	19	20	True
Zm00001eb235240	chr5	+	False	True	0	0	0	0	False
Zm00001eb235460	chr5	-	False	True	1	1	21	23	True
Zm00001eb235490	chr5	+	False	True	1	1	2	4	True
Zm00001eb235510	chr5	+	False	True	1	0	2	3	True
Zm00001eb235530	chr5	+	False	True	5	0	20	25	True
Zm00001eb235710	chr5	+	False	True	0	0	0	0	False
Zm00001eb236820	chr5	+	False	True	0	0	1	1	True
Zm00001eb236830	chr5	-	False	True	3	0	8	11	True
Zm00001eb236840	chr5	-	False	True	6	0	34	40	True
Zm00001eb236900	chr5	+	False	True	1	0	0	1	True
Zm00001eb237040	chr5	+	False	True	3	0	0	3	True
Zm00001eb237090	chr5	+	False	True	1	0	1	2	True
Zm00001eb237160	chr5	+	False	True	0	0	0	0	False
Zm00001eb237170	chr5	+	False	True	8	0	22	30	True
Zm00001eb237180	chr5	-	False	True	3	0	7	10	True
Zm00001eb237190	chr5	-	False	True	3	2	2	7	True
Zm00001eb237200	chr5	+	False	True	0	1	3	4	True
Zm00001eb237210	chr5	-	False	True	6	4	51	61	True
Zm00001eb237230	chr5	+	False	True	0	0	1	1	True
Zm00001eb237260	chr5	+	False	True	0	1	0	1	True
Zm00001eb237270	chr5	+	False	True	2	1	3	6	True
Zm00001eb237440	chr5	+	False	True	0	0	0	0	False
Zm00001eb237460	chr5	+	False	True	3	1	0	4	True
Zm00001eb237480	chr5	+	False	True	0	1	0	1	True
Zm00001eb237500	chr5	+	False	True	0	0	2	2	True
Zm00001eb237510	chr5	+	True	False	5	0	23	28	True
Zm00001eb237530	chr5	+	False	True	10	0	39	49	True
Zm00001eb237560	chr5	+	False	True	1	0	2	3	True
Zm00001eb237570	chr5	+	False	True	8	1	12	21	True
Zm00001eb237580	chr5	+	False	True	1	1	4	6	True
Zm00001eb237640	chr5	+	False	True	0	0	2	2	True
Zm00001eb237680	chr5	+	False	True	1	0	16	17	True
Zm00001eb237700	chr5	-	False	True	3	1	14	18	True
Zm00001eb237720	chr5	-	False	True	2	1	30	33	True
Zm00001eb237750	chr5	-	False	True	11	0	34	45	True
Zm00001eb237760	chr5	-	False	True	0	0	2	2	True
Zm00001eb237810	chr5	+	False	True	8	1	29	38	True
Zm00001eb237920	chr5	-	False	True	3	0	35	38	True
Zm00001eb237930	chr5	-	False	True	4	0	9	13	True
Zm00001eb238000	chr5	+	False	True	0	0	0	0	False
Zm00001eb238050	chr5	+	False	True	0	0	0	0	False
Zm00001eb238070	chr5	-	False	True	8	0	18	26	True
Zm00001eb238080	chr5	+	False	True	1	0	12	13	True
Zm00001eb238160	chr5	-	False	True	13	0	58	71	True
Zm00001eb238170	chr5	+	False	True	24	1	122	147	True
Zm00001eb238320	chr5	-	False	True	3	0	23	26	True
Zm00001eb238330	chr5	-	False	True	4	0	28	32	True
Zm00001eb238340	chr5	-	False	True	1	0	3	4	True
Zm00001eb238370	chr5	-	False	True	4	0	29	33	True
Zm00001eb238460	chr5	-	False	True	5	2	38	45	True
Zm00001eb238590	chr5	-	False	True	5	1	4	10	True
Zm00001eb238610	chr5	-	False	True	7	0	12	19	True
Zm00001eb238780	chr5	-	False	True	5	0	22	27	True
Zm00001eb238820	chr5	+	False	True	2	0	26	28	True
Zm00001eb239020	chr5	-	False	True	3	2	10	15	True
Zm00001eb239050	chr5	-	False	True	0	0	4	4	True
Zm00001eb239070	chr5	-	False	True	0	0	0	0	False
Zm00001eb239090	chr5	-	False	True	1	0	1	2	True
Zm00001eb239130	chr5	-	False	True	1	1	9	11	True
Zm00001eb239380	chr5	-	False	True	3	0	12	15	True
Zm00001eb239490	chr5	-	False	True	15	1	23	39	True
Zm00001eb239520	chr5	-	False	True	0	0	0	0	False
Zm00001eb239530	chr5	+	False	True	5	0	24	29	True
Zm00001eb239600	chr5	-	False	True	14	2	54	70	True
Zm00001eb239670	chr5	+	False	True	0	0	0	0	False
Zm00001eb239690	chr5	-	False	True	0	1	11	12	True
Zm00001eb239700	chr5	-	False	True	2	0	10	12	True
Zm00001eb239740	chr5	+	False	True	0	0	0	0	False
Zm00001eb239770	chr5	-	False	True	2	0	4	6	True
Zm00001eb239990	chr5	-	False	True	3	1	5	9	True
Zm00001eb240020	chr5	+	False	True	3	1	28	32	True
Zm00001eb240090	chr5	-	False	True	8	0	36	44	True
Zm00001eb240100	chr5	+	False	True	12	0	19	31	True
Zm00001eb240130	chr5	-	False	True	13	1	23	37	True
Zm00001eb240160	chr5	-	False	True	3	0	12	15	True
Zm00001eb240170	chr5	-	False	True	9	1	26	36	True
Zm00001eb240190	chr5	+	False	True	0	1	0	1	True
Zm00001eb240230	chr5	+	False	True	2	0	1	3	True
Zm00001eb240340	chr5	-	False	True	6	2	15	23	True
Zm00001eb240350	chr5	-	False	True	12	0	54	66	True
Zm00001eb240380	chr5	+	False	True	0	0	0	0	False
Zm00001eb240400	chr5	-	False	True	3	1	10	14	True
Zm00001eb240410	chr5	-	False	True	13	0	53	66	True
Zm00001eb240620	chr5	+	False	True	7	1	15	23	True
Zm00001eb240630	chr5	+	False	True	13	2	54	69	True
Zm00001eb240640	chr5	-	False	True	8	0	22	30	True
Zm00001eb240650	chr5	+	False	True	0	0	2	2	True
Zm00001eb240660	chr5	+	False	True	1	0	7	8	True
Zm00001eb240700	chr5	-	True	False	4	2	14	20	True
Zm00001eb240720	chr5	+	False	True	0	1	4	5	True
Zm00001eb240730	chr5	+	False	True	1	1	3	5	True
Zm00001eb240740	chr5	-	False	True	1	0	4	5	True
Zm00001eb240750	chr5	+	False	True	2	1	11	14	True
Zm00001eb240760	chr5	+	False	True	7	1	29	37	True
Zm00001eb240940	chr5	-	False	True	0	0	1	1	True
Zm00001eb240970	chr5	-	False	True	2	1	31	34	True
Zm00001eb241000	chr5	+	False	True	0	0	0	0	False
Zm00001eb241040	chr5	+	False	True	2	0	17	19	True
Zm00001eb241060	chr5	+	False	True	8	2	18	28	True
Zm00001eb241080	chr5	+	False	True	15	0	62	77	True
Zm00001eb241090	chr5	+	False	True	4	0	28	32	True
Zm00001eb241130	chr5	-	False	True	4	2	7	13	True
Zm00001eb241150	chr5	-	False	True	1	2	15	18	True
Zm00001eb241190	chr5	-	False	True	0	0	0	0	False
Zm00001eb241390	chr5	+	False	True	4	0	6	10	True
Zm00001eb241400	chr5	-	False	True	4	1	10	15	True
Zm00001eb241420	chr5	+	False	True	1	0	16	17	True
Zm00001eb241500	chr5	+	False	True	3	0	9	12	True
Zm00001eb241520	chr5	-	False	True	7	1	49	57	True
Zm00001eb241530	chr5	+	False	True	0	0	0	0	False
Zm00001eb241550	chr5	+	False	True	2	0	17	19	True
Zm00001eb241560	chr5	-	False	True	1	0	9	10	True
Zm00001eb241580	chr5	-	False	True	3	0	11	14	True
Zm00001eb241600	chr5	-	False	True	15	0	79	94	True
Zm00001eb241620	chr5	+	False	True	3	0	12	15	True
Zm00001eb241660	chr5	+	False	True	6	0	20	26	True
Zm00001eb241690	chr5	+	False	True	0	0	7	7	True
Zm00001eb241730	chr5	+	True	False	4	0	12	16	True
Zm00001eb241770	chr5	-	False	True	9	2	45	56	True
Zm00001eb241780	chr5	-	False	True	18	1	39	58	True
Zm00001eb241790	chr5	-	False	True	11	2	15	28	True
Zm00001eb241800	chr5	+	False	True	8	1	26	35	True
Zm00001eb241810	chr5	+	False	True	6	1	25	32	True
Zm00001eb241840	chr5	+	False	True	1	0	4	5	True
Zm00001eb241880	chr5	+	False	True	0	0	7	7	True
Zm00001eb241900	chr5	+	False	True	3	0	1	4	True
Zm00001eb241910	chr5	-	False	True	3	3	23	29	True
Zm00001eb241950	chr5	-	False	True	2	2	6	10	True
Zm00001eb241990	chr5	+	False	True	0	0	1	1	True
Zm00001eb242020	chr5	-	False	True	0	0	3	3	True
Zm00001eb242030	chr5	-	False	True	7	2	19	28	True
Zm00001eb242100	chr5	+	False	True	0	1	2	3	True
Zm00001eb242150	chr5	-	False	True	7	0	23	30	True
Zm00001eb242230	chr5	+	False	True	1	0	9	10	True
Zm00001eb242260	chr5	-	False	True	9	0	39	48	True
Zm00001eb242280	chr5	+	False	True	15	0	38	53	True
Zm00001eb242300	chr5	-	False	True	5	2	26	33	True
Zm00001eb242320	chr5	+	False	True	10	1	26	37	True
Zm00001eb242340	chr5	-	False	True	12	2	42	56	True
Zm00001eb242360	chr5	-	False	True	11	0	25	36	True
Zm00001eb242410	chr5	-	False	True	0	0	0	0	False
Zm00001eb242420	chr5	+	False	True	9	0	18	27	True
Zm00001eb242440	chr5	-	False	True	0	0	6	6	True
Zm00001eb242490	chr5	-	False	True	0	0	0	0	False
Zm00001eb242630	chr5	-	False	True	0	0	0	0	False
Zm00001eb242680	chr5	-	False	True	9	1	34	44	True
Zm00001eb242690	chr5	+	True	False	14	0	22	36	True
Zm00001eb242720	chr5	-	False	True	0	0	3	3	True
Zm00001eb242740	chr5	+	False	True	0	0	1	1	True
Zm00001eb242750	chr5	-	False	True	7	2	15	24	True
Zm00001eb242790	chr5	-	False	True	19	3	28	50	True
Zm00001eb242800	chr5	+	False	True	19	0	26	45	True
Zm00001eb242810	chr5	-	False	True	7	1	12	20	True
Zm00001eb242820	chr5	+	False	True	1	1	2	4	True
Zm00001eb242870	chr5	-	False	True	4	1	9	14	True
Zm00001eb242890	chr5	-	False	True	4	0	14	18	True
Zm00001eb242900	chr5	-	False	True	7	0	7	14	True
Zm00001eb242920	chr5	+	False	True	0	0	2	2	True
Zm00001eb242950	chr5	+	False	True	5	0	7	12	True
Zm00001eb243010	chr5	+	False	True	4	2	9	15	True
Zm00001eb243050	chr5	-	False	True	0	0	2	2	True
Zm00001eb243060	chr5	+	False	True	0	0	1	1	True
Zm00001eb243180	chr5	-	False	True	15	0	67	82	True
Zm00001eb243190	chr5	-	False	True	3	1	9	13	True
Zm00001eb243260	chr5	+	False	True	0	0	0	0	False
Zm00001eb243310	chr5	-	False	True	13	0	23	36	True
Zm00001eb243360	chr5	+	False	True	7	0	18	25	True
Zm00001eb243380	chr5	-	False	True	6	1	20	27	True
Zm00001eb243400	chr5	-	False	True	1	1	1	3	True
Zm00001eb243440	chr5	-	False	True	1	0	0	1	True
Zm00001eb243500	chr5	-	False	True	1	0	2	3	True
Zm00001eb243510	chr5	+	False	True	2	2	3	7	True
Zm00001eb243530	chr5	+	False	True	5	0	6	11	True
Zm00001eb243540	chr5	+	False	True	1	0	2	3	True
Zm00001eb243560	chr5	-	False	True	0	0	6	6	True
Zm00001eb243580	chr5	-	False	True	1	1	7	9	True
Zm00001eb243590	chr5	-	False	True	6	0	52	58	True
Zm00001eb243600	chr5	+	True	False	3	1	8	12	True
Zm00001eb243610	chr5	+	False	True	2	0	10	12	True
Zm00001eb243690	chr5	+	False	True	0	0	0	0	False
Zm00001eb243750	chr5	+	False	True	2	0	5	7	True
Zm00001eb243770	chr5	-	False	True	2	1	3	6	True
Zm00001eb243810	chr5	+	False	True	1	0	5	6	True
Zm00001eb243830	chr5	-	False	True	2	3	17	22	True
Zm00001eb243840	chr5	-	False	True	9	0	30	39	True
Zm00001eb243850	chr5	-	False	True	1	0	7	8	True
Zm00001eb243890	chr5	-	False	True	2	0	10	12	True
Zm00001eb243900	chr5	+	False	True	2	0	14	16	True
Zm00001eb243910	chr5	-	False	True	0	0	3	3	True
Zm00001eb243930	chr5	-	False	True	8	0	4	12	True
Zm00001eb243970	chr5	+	False	True	5	1	6	12	True
Zm00001eb244020	chr5	+	False	True	2	0	23	25	True
Zm00001eb244030	chr5	+	False	True	1	0	15	16	True
Zm00001eb244080	chr5	-	False	True	5	2	37	44	True
Zm00001eb244090	chr5	+	False	True	9	0	18	27	True
Zm00001eb244110	chr5	+	False	True	8	0	39	47	True
Zm00001eb244120	chr5	+	False	True	6	1	13	20	True
Zm00001eb244130	chr5	+	False	True	1	0	4	5	True
Zm00001eb244150	chr5	-	False	True	5	0	51	56	True
Zm00001eb244170	chr5	-	False	True	4	2	16	22	True
Zm00001eb244180	chr5	+	False	True	2	0	9	11	True
Zm00001eb244190	chr5	-	False	True	1	0	15	16	True
Zm00001eb244200	chr5	+	False	True	1	0	15	16	True
Zm00001eb244220	chr5	-	False	True	7	0	36	43	True
Zm00001eb244230	chr5	-	False	True	1	0	0	1	True
Zm00001eb244380	chr5	-	False	True	0	0	0	0	False
Zm00001eb244390	chr5	+	False	True	4	0	63	67	True
Zm00001eb244400	chr5	-	False	True	5	1	35	41	True
Zm00001eb244420	chr5	+	False	True	0	1	4	5	True
Zm00001eb244430	chr5	-	False	True	1	0	0	1	True
Zm00001eb244500	chr5	+	False	True	1	0	2	3	True
Zm00001eb244520	chr5	-	False	True	9	0	28	37	True
Zm00001eb244530	chr5	-	False	True	1	0	2	3	True
Zm00001eb244540	chr5	-	False	True	4	0	27	31	True
Zm00001eb244550	chr5	-	False	True	3	0	28	31	True
Zm00001eb244590	chr5	+	False	True	7	0	27	34	True
Zm00001eb244600	chr5	-	False	True	9	1	18	28	True
Zm00001eb244650	chr5	-	False	True	11	1	22	34	True
Zm00001eb244680	chr5	+	False	True	9	1	14	24	True
Zm00001eb244720	chr5	-	False	True	10	2	54	66	True
Zm00001eb244760	chr5	-	False	True	4	0	20	24	True
Zm00001eb244770	chr5	+	False	True	10	0	23	33	True
Zm00001eb244780	chr5	-	False	True	7	0	13	20	True
Zm00001eb244830	chr5	+	False	True	1	0	0	1	True
Zm00001eb244840	chr5	+	False	True	8	0	34	42	True
Zm00001eb244860	chr5	-	False	True	2	0	1	3	True
Zm00001eb244980	chr5	-	False	True	4	0	12	16	True
Zm00001eb245060	chr5	-	False	True	4	0	35	39	True
Zm00001eb245070	chr5	+	False	True	0	0	0	0	False
Zm00001eb245200	chr5	-	False	True	0	2	9	11	True
Zm00001eb245220	chr5	-	False	True	12	0	56	68	True
Zm00001eb245230	chr5	-	False	True	1	1	23	25	True
Zm00001eb245240	chr5	+	False	True	7	1	16	24	True
Zm00001eb245250	chr5	-	False	True	0	0	0	0	False
Zm00001eb245280	chr5	+	False	True	1	1	12	14	True
Zm00001eb245310	chr5	+	False	True	5	0	9	14	True
Zm00001eb245340	chr5	-	False	True	3	0	17	20	True
Zm00001eb245360	chr5	+	False	True	6	0	28	34	True
Zm00001eb245370	chr5	+	False	True	2	1	9	12	True
Zm00001eb245390	chr5	-	False	True	2	0	14	16	True
Zm00001eb245400	chr5	-	False	True	3	0	10	13	True
Zm00001eb245410	chr5	-	False	True	2	2	8	12	True
Zm00001eb245430	chr5	-	False	True	0	1	3	4	True
Zm00001eb245520	chr5	-	False	True	1	0	3	4	True
Zm00001eb245560	chr5	+	False	True	0	1	5	6	True
Zm00001eb245580	chr5	+	False	True	6	0	16	22	True
Zm00001eb245590	chr5	+	False	True	3	0	12	15	True
Zm00001eb245620	chr5	+	False	True	17	0	12	29	True
Zm00001eb245640	chr5	+	False	True	11	0	14	25	True
Zm00001eb245650	chr5	+	False	True	5	0	13	18	True
Zm00001eb245670	chr5	+	False	True	1	1	4	6	True
Zm00001eb245690	chr5	-	False	True	7	0	8	15	True
Zm00001eb245730	chr5	-	False	True	0	1	1	2	True
Zm00001eb245760	chr5	-	False	True	7	1	14	22	True
Zm00001eb245810	chr5	-	False	True	6	1	14	21	True
Zm00001eb245840	chr5	+	False	True	5	0	11	16	True
Zm00001eb245910	chr5	-	False	True	0	0	1	1	True
Zm00001eb245920	chr5	+	False	True	5	0	14	19	True
Zm00001eb245930	chr5	-	False	True	2	1	6	9	True
Zm00001eb245950	chr5	-	False	True	3	0	14	17	True
Zm00001eb245960	chr5	-	False	True	1	0	5	6	True
Zm00001eb246020	chr5	-	False	True	10	1	23	34	True
Zm00001eb246040	chr5	+	False	True	3	0	22	25	True
Zm00001eb246120	chr5	+	False	True	4	0	10	14	True
Zm00001eb246150	chr5	-	False	True	8	1	36	45	True
Zm00001eb246160	chr5	-	True	False	0	1	0	1	True
Zm00001eb246170	chr5	+	False	True	4	0	11	15	True
Zm00001eb246180	chr5	-	False	True	9	0	39	48	True
Zm00001eb246220	chr5	+	False	True	8	1	27	36	True
Zm00001eb246290	chr5	+	False	True	0	0	0	0	False
Zm00001eb246300	chr5	-	False	True	4	3	19	26	True
Zm00001eb246330	chr5	+	False	True	0	1	5	6	True
Zm00001eb246340	chr5	-	False	True	1	0	2	3	True
Zm00001eb246350	chr5	+	False	True	5	1	13	19	True
Zm00001eb246360	chr5	-	False	True	12	3	29	44	True
Zm00001eb246370	chr5	+	False	True	0	0	0	0	False
Zm00001eb246390	chr5	+	False	True	5	0	22	27	True
Zm00001eb246410	chr5	-	False	True	3	0	5	8	True
Zm00001eb246420	chr5	+	False	True	5	0	15	20	True
Zm00001eb246440	chr5	+	False	True	2	1	8	11	True
Zm00001eb246450	chr5	-	False	True	2	1	7	10	True
Zm00001eb246480	chr5	-	False	True	5	1	27	33	True
Zm00001eb246520	chr5	+	False	True	3	0	5	8	True
Zm00001eb246530	chr5	-	True	False	12	1	49	62	True
Zm00001eb246550	chr5	-	False	True	2	1	6	9	True
Zm00001eb246580	chr5	-	False	True	2	1	8	11	True
Zm00001eb246590	chr5	-	False	True	11	0	71	82	True
Zm00001eb246600	chr5	-	False	True	0	0	0	0	False
Zm00001eb246620	chr5	+	False	True	7	0	26	33	True
Zm00001eb246630	chr5	-	False	True	6	1	52	59	True
Zm00001eb246640	chr5	+	False	True	2	0	4	6	True
Zm00001eb246650	chr5	-	False	True	1	2	11	14	True
Zm00001eb246700	chr5	-	False	True	0	0	17	17	True
Zm00001eb246710	chr5	-	False	True	8	0	17	25	True
Zm00001eb246730	chr5	+	False	True	3	0	5	8	True
Zm00001eb246750	chr5	-	False	True	0	1	5	6	True
Zm00001eb246760	chr5	+	False	True	0	0	3	3	True
Zm00001eb246770	chr5	-	False	True	2	0	1	3	True
Zm00001eb246810	chr5	-	False	True	1	0	0	1	True
Zm00001eb246820	chr5	+	False	True	2	0	0	2	True
Zm00001eb246850	chr5	+	False	True	4	1	25	30	True
Zm00001eb246860	chr5	-	False	True	9	1	22	32	True
Zm00001eb246870	chr5	-	False	True	0	0	1	1	True
